ORF	Gene	term
YJL123C	MTC1	Golgi apparatus
YJL139C	YUR1	Golgi apparatus
YJL145W	SFH5	Golgi vesicle transport
YJL178C	ATG27	Golgi apparatus
YJL183W	MNN11	Golgi apparatus
YJL186W	MNN5	Golgi apparatus
YJL192C	SOP4	Golgi vesicle transport
YJL204C	RCY1	Golgi apparatus
YJL204C	RCY1	Golgi vesicle transport
YJL207C	LAA1	Golgi apparatus
YJL222W	VTH2	Golgi vesicle transport
YJR031C	GEA1	Golgi apparatus
YJR031C	GEA1	Golgi vesicle transport
YJR040W	GEF1	Golgi apparatus
YJR066W	TOR1	Golgi apparatus
YJR075W	HOC1	Golgi apparatus
YJR125C	ENT3	Golgi vesicle transport
YJR134C	SGM1	Golgi apparatus
YKL004W	AUR1	Golgi apparatus
YKL006C-A	SFT1	Golgi apparatus
YKL006C-A	SFT1	Golgi vesicle transport
YKL034W	TUL1	Golgi apparatus
YKL063C	YKL063C	Golgi apparatus
YKL135C	APL2	Golgi apparatus
YKL135C	APL2	Golgi vesicle transport
YKL174C	TPO5	Golgi apparatus
YKL179C	COY1	Golgi apparatus
YKL179C	COY1	Golgi vesicle transport
YKL196C	YKT6	Golgi apparatus
YKL196C	YKT6	Golgi vesicle transport
YKL209C	STE6	Golgi apparatus
YKL212W	SAC1	Golgi apparatus
YKR014C	YPT52	Golgi vesicle transport
YKR020W	VPS51	Golgi apparatus
YKR027W	BCH2	Golgi apparatus
YKR027W	BCH2	Golgi vesicle transport
YKR030W	GMH1	Golgi apparatus
YKR061W	KTR2	Golgi apparatus
YKR068C	BET3	Golgi apparatus
YKR068C	BET3	Golgi vesicle transport
YKR088C	TVP38	Golgi apparatus
YLL050C	COF1	Golgi vesicle transport
YLR026C	SED5	Golgi vesicle transport
YLR039C	RIC1	Golgi apparatus
YLR043C	TRX1	Golgi vesicle transport
YLR078C	BOS1	Golgi vesicle transport
YLR080W	EMP46	Golgi apparatus
YLR080W	EMP46	Golgi vesicle transport
YLR114C	AVL9	Golgi vesicle transport
YLR148W	PEP3	Golgi vesicle transport
YLR166C	SEC10	Golgi vesicle transport
YLR170C	APS1	Golgi apparatus
YLR170C	APS1	Golgi vesicle transport
YLR208W	SEC13	Golgi vesicle transport
YLR220W	CCC1	Golgi apparatus
YLR242C	ARV1	Golgi apparatus
YLR260W	LCB5	Golgi apparatus
YLR262C	YPT6	Golgi apparatus
YLR262C	YPT6	Golgi vesicle transport
YLR268W	SEC22	Golgi apparatus
YLR268W	SEC22	Golgi vesicle transport
YLR309C	IMH1	Golgi apparatus
YLR309C	IMH1	Golgi vesicle transport
YLR330W	CHS5	Golgi apparatus
YLR330W	CHS5	Golgi vesicle transport
YLR372W	ELO3	Golgi vesicle transport
YLR380W	CSR1	Golgi vesicle transport
YLR396C	VPS33	Golgi vesicle transport
YLR440C	SEC39	Golgi vesicle transport
YML012W	ERV25	Golgi vesicle transport
YML038C	YMD8	Golgi apparatus
YML067C	ERV41	Golgi apparatus
YML067C	ERV41	Golgi vesicle transport
YML071C	COG8	Golgi apparatus
YML071C	COG8	Golgi vesicle transport
YML077W	BET5	Golgi apparatus
YML077W	BET5	Golgi vesicle transport
YML097C	VPS9	Golgi vesicle transport
YML115C	VAN1	Golgi apparatus
YMR052W	FAR3	Golgi apparatus
YMR054W	STV1	Golgi apparatus
YMR071C	TVP18	Golgi apparatus
YMR079W	SEC14	Golgi apparatus
YMR079W	SEC14	Golgi vesicle transport
YMR162C	DNF3	Golgi apparatus
YMR183C	SSO2	Golgi vesicle transport
YMR192W	GYL1	Golgi apparatus
YMR192W	GYL1	Golgi vesicle transport
YMR197C	VTI1	Golgi apparatus
YMR197C	VTI1	Golgi vesicle transport
YMR218C	TRS130	Golgi apparatus
YMR218C	TRS130	Golgi vesicle transport
YMR231W	PEP5	Golgi vesicle transport
YMR237W	BCH1	Golgi apparatus
YMR237W	BCH1	Golgi vesicle transport
YMR266W	RSN1	Golgi vesicle transport
YMR292W	GOT1	Golgi apparatus
YMR292W	GOT1	Golgi vesicle transport
YNL006W	LST8	Golgi apparatus
YNL029C	KTR5	Golgi apparatus
YNL041C	COG6	Golgi apparatus
YNL041C	COG6	Golgi vesicle transport
YNL044W	YIP3	Golgi apparatus
YNL044W	YIP3	Golgi vesicle transport
YNL049C	SFB2	Golgi vesicle transport
YNL051W	COG5	Golgi apparatus
YNL051W	COG5	Golgi vesicle transport
YNL093W	YPT53	Golgi vesicle transport
YNL127W	FAR11	Golgi apparatus
YNL130C	CPT1	Golgi apparatus
YNL183C	NPR1	Golgi apparatus
YNL238W	KEX2	Golgi apparatus
YNL258C	DSL1	Golgi vesicle transport
YNL263C	YIF1	Golgi apparatus
YNL263C	YIF1	Golgi vesicle transport
YNL264C	PDR17	Golgi vesicle transport
YNL267W	PIK1	Golgi apparatus
YNL287W	SEC21	Golgi apparatus
YNL287W	SEC21	Golgi vesicle transport
YNL297C	MON2	Golgi apparatus
YNL297C	MON2	Golgi vesicle transport
YNR026C	SEC12	Golgi apparatus
YNR026C	SEC12	Golgi vesicle transport
YNR048W	YNR048W	Golgi apparatus
YNR051C	BRE5	Golgi vesicle transport
YOL018C	TLG2	Golgi apparatus
YOL018C	TLG2	Golgi vesicle transport
YOL107W	YOL107W	Golgi apparatus
YOL137W	BSC6	Golgi apparatus
YOR016C	ERP4	Golgi vesicle transport
YOR034C	AKR2	Golgi apparatus
YOR036W	PEP12	Golgi apparatus
YOR036W	PEP12	Golgi vesicle transport
YOR070C	GYP1	Golgi apparatus
YOR075W	UFE1	Golgi vesicle transport
YOR079C	ATX2	Golgi apparatus
YOR089C	VPS21	Golgi vesicle transport
YOR099W	KTR1	Golgi apparatus
YOR115C	TRS33	Golgi apparatus
YOR115C	TRS33	Golgi vesicle transport
YOR171C	LCB4	Golgi apparatus
YOR216C	RUD3	Golgi apparatus
YOR216C	RUD3	Golgi vesicle transport
YOR219C	STE13	Golgi apparatus
YOR299W	BUD7	Golgi apparatus
YOR299W	BUD7	Golgi vesicle transport
YOR307C	SLY41	Golgi vesicle transport
YOR320C	GNT1	Golgi apparatus
YOR322C	LDB19	Golgi apparatus
YOR327C	SNC2	Golgi apparatus
YOR327C	SNC2	Golgi vesicle transport
YOR357C	SNX3	Golgi vesicle transport
YOR370C	MRS6	Golgi vesicle transport
YPL010W	RET3	Golgi apparatus
YPL010W	RET3	Golgi vesicle transport
YPL045W	VPS16	Golgi vesicle transport
YPL050C	MNN9	Golgi apparatus
YPL051W	ARL3	Golgi apparatus
YPL051W	ARL3	Golgi vesicle transport
YPL070W	MUK1	Golgi vesicle transport
YPL085W	SEC16	Golgi vesicle transport
YPL145C	KES1	Golgi apparatus
YPL145C	KES1	Golgi vesicle transport
YPL195W	APL5	Golgi vesicle transport
YPL204W	HRR25	Golgi apparatus
YPL204W	HRR25	Golgi vesicle transport
YPL218W	SAR1	Golgi vesicle transport
YPL246C	RBD2	Golgi apparatus
YPL249C	GYP5	Golgi apparatus
YPL249C	GYP5	Golgi vesicle transport
YPL259C	APM1	Golgi apparatus
YPL259C	APM1	Golgi vesicle transport
YPR017C	DSS4	Golgi vesicle transport
YPR029C	APL4	Golgi apparatus
YPR029C	APL4	Golgi vesicle transport
YPR032W	SRO7	Golgi vesicle transport
YPR055W	SEC8	Golgi vesicle transport
YPR095C	SYT1	Golgi apparatus
YPR095C	SYT1	Golgi vesicle transport
YPR105C	COG4	Golgi apparatus
YPR105C	COG4	Golgi vesicle transport
YPR113W	PIS1	Golgi apparatus
YPR165W	RHO1	Golgi apparatus
YPR176C	BET2	Golgi vesicle transport
YPR181C	SEC23	Golgi vesicle transport
YPR194C	OPT2	Golgi apparatus
YAL007C	ERP2	endoplasmic reticulum
YAL009W	SPO7	endoplasmic reticulum
YAL010C	MDM10	endoplasmic reticulum
YAL023C	PMT2	endoplasmic reticulum
YAL026C	DRS2	endoplasmic reticulum
YAL028W	FRT2	endoplasmic reticulum
YAL042W	ERV46	endoplasmic reticulum
YAL048C	GEM1	endoplasmic reticulum
YAL053W	FLC2	endoplasmic reticulum
YAL058W	CNE1	endoplasmic reticulum
YAL064W-B	YAL064W-B	endoplasmic reticulum
YAR031W	PRM9	endoplasmic reticulum
YAR033W	MST28	endoplasmic reticulum
YAR042W	SWH1	endoplasmic reticulum
YBL011W	SCT1	endoplasmic reticulum
YBL020W	RFT1	endoplasmic reticulum
YBL040C	ERD2	endoplasmic reticulum
YBL041W	PRE7	endoplasmic reticulum
YBL082C	ALG3	endoplasmic reticulum
YBL100C	YBL100C	endoplasmic reticulum
YBR002C	RER2	endoplasmic reticulum
YBR004C	GPI18	endoplasmic reticulum
YBR005W	RCR1	endoplasmic reticulum
YBR013C	YBR013C	endoplasmic reticulum
YBR023C	CHS3	endoplasmic reticulum
YBR029C	CDS1	endoplasmic reticulum
YBR036C	CSG2	endoplasmic reticulum
YBR041W	FAT1	endoplasmic reticulum
YBR054W	YRO2	endoplasmic reticulum
YBR058C-A	TSC3	endoplasmic reticulum
YBR068C	BAP2	endoplasmic reticulum
YBR069C	TAT1	endoplasmic reticulum
YBR070C	ALG14	endoplasmic reticulum
YBR078W	ECM33	endoplasmic reticulum
YBR086C	IST2	endoplasmic reticulum
YBR092C	PHO3	endoplasmic reticulum
YBR096W	YBR096W	endoplasmic reticulum
YBR106W	PHO88	endoplasmic reticulum
YBR110W	ALG1	endoplasmic reticulum
YBR126W-A	MEO1	endoplasmic reticulum
YBR132C	AGP2	endoplasmic reticulum
YBR159W	IFA38	endoplasmic reticulum
YBR160W	CDC28	endoplasmic reticulum
YBR162W-A	YSY6	endoplasmic reticulum
YBR170C	NPL4	endoplasmic reticulum
YBR171W	SEC66	endoplasmic reticulum
YBR172C	SMY2	endoplasmic reticulum
YBR183W	YPC1	endoplasmic reticulum
YBR201W	DER1	endoplasmic reticulum
YBR204C	LDH1	endoplasmic reticulum
YBR207W	FTH1	endoplasmic reticulum
YBR210W	ERV15	endoplasmic reticulum
YBR229C	ROT2	endoplasmic reticulum
YBR243C	ALG7	endoplasmic reticulum
YBR265W	TSC10	endoplasmic reticulum
YBR273C	UBX7	endoplasmic reticulum
YBR283C	SSH1	endoplasmic reticulum
YBR287W	YBR287W	endoplasmic reticulum
YBR290W	BSD2	endoplasmic reticulum
YBR293W	VBA2	endoplasmic reticulum
YBR296C	PHO89	endoplasmic reticulum
YCL005W	LDB16	endoplasmic reticulum
YCL025C	AGP1	endoplasmic reticulum
YCL027W	FUS1	endoplasmic reticulum
YCL043C	PDI1	endoplasmic reticulum
YCL045C	EMC1	endoplasmic reticulum
YCL052C	PBN1	endoplasmic reticulum
YCL069W	VBA3	endoplasmic reticulum
YCR011C	ADP1	endoplasmic reticulum
YCR017C	CWH43	endoplasmic reticulum
YCR021C	HSP30	endoplasmic reticulum
YCR034W	ELO2	endoplasmic reticulum
YCR044C	PER1	endoplasmic reticulum
YCR048W	ARE1	endoplasmic reticulum
YCR067C	SED4	endoplasmic reticulum
YCR068W	ATG15	endoplasmic reticulum
YCR094W	CDC50	endoplasmic reticulum
YDL010W	GRX6	endoplasmic reticulum
YDL015C	TSC13	endoplasmic reticulum
YDL018C	ERP3	endoplasmic reticulum
YDL019C	OSH2	endoplasmic reticulum
YDL027C	MRX9	endoplasmic reticulum
YDL052C	SLC1	endoplasmic reticulum
YDL065C	PEX19	endoplasmic reticulum
YDL072C	YET3	endoplasmic reticulum
YDL091C	UBX3	endoplasmic reticulum
YDL093W	PMT5	endoplasmic reticulum
YDL095W	PMT1	endoplasmic reticulum
YDL100C	GET3	endoplasmic reticulum
YDL121C	YDL121C	endoplasmic reticulum
YDL122W	UBP1	endoplasmic reticulum
YDL126C	CDC48	endoplasmic reticulum
YDL193W	NUS1	endoplasmic reticulum
YDL204W	RTN2	endoplasmic reticulum
YDL212W	SHR3	endoplasmic reticulum
YDL232W	OST4	endoplasmic reticulum
YDL241W	YDL241W	endoplasmic reticulum
YDR018C	YDR018C	endoplasmic reticulum
YDR033W	MRH1	endoplasmic reticulum
YDR046C	BAP3	endoplasmic reticulum
YDR049W	VMS1	endoplasmic reticulum
YDR056C	EMC10	endoplasmic reticulum
YDR057W	YOS9	endoplasmic reticulum
YDR062W	LCB2	endoplasmic reticulum
YDR086C	SSS1	endoplasmic reticulum
YDR093W	DNF2	endoplasmic reticulum
YDR126W	SWF1	endoplasmic reticulum
YDR150W	NUM1	endoplasmic reticulum
YDR160W	SSY1	endoplasmic reticulum
YDR182W	CDC1	endoplasmic reticulum
YDR189W	SLY1	endoplasmic reticulum
YDR196C	CAB5	endoplasmic reticulum
YDR200C	VPS64	endoplasmic reticulum
YDR205W	MSC2	endoplasmic reticulum
YDR221W	GTB1	endoplasmic reticulum
YDR233C	RTN1	endoplasmic reticulum
YDR245W	MNN10	endoplasmic reticulum
YDR292C	SRP101	endoplasmic reticulum
YDR294C	DPL1	endoplasmic reticulum
YDR297W	SUR2	endoplasmic reticulum
YDR302W	GPI11	endoplasmic reticulum
YDR304C	CPR5	endoplasmic reticulum
YDR307W	PMT7	endoplasmic reticulum
YDR320C	SWA2	endoplasmic reticulum
YDR326C	YSP2	endoplasmic reticulum
YDR329C	PEX3	endoplasmic reticulum
YDR331W	GPI8	endoplasmic reticulum
YDR349C	YPS7	endoplasmic reticulum
YDR410C	STE14	endoplasmic reticulum
YDR411C	DFM1	endoplasmic reticulum
YDR434W	GPI17	endoplasmic reticulum
YDR437W	GPI19	endoplasmic reticulum
YDR456W	NHX1	endoplasmic reticulum
YDR461W	MFA1	endoplasmic reticulum
YDR476C	YDR476C	endoplasmic reticulum
YDR479C	PEX29	endoplasmic reticulum
YDR492W	IZH1	endoplasmic reticulum
YDR498C	SEC20	endoplasmic reticulum
YDR504C	SPG3	endoplasmic reticulum
YDR508C	GNP1	endoplasmic reticulum
YDR518W	EUG1	endoplasmic reticulum
YDR519W	FPR2	endoplasmic reticulum
YDR524C-B	YDR524C-B	endoplasmic reticulum
YEL001C	IRC22	endoplasmic reticulum
YEL002C	WBP1	endoplasmic reticulum
YEL004W	YEA4	endoplasmic reticulum
YEL016C	NPP2	endoplasmic reticulum
YEL031W	SPF1	endoplasmic reticulum
YEL043W	YEL043W	endoplasmic reticulum
YEL063C	CAN1	endoplasmic reticulum
YEL064C	AVT2	endoplasmic reticulum
YEL068C	YEL068C	endoplasmic reticulum
YEL069C	HXT13	endoplasmic reticulum
YER004W	FMP52	endoplasmic reticulum
YER012W	PRE1	endoplasmic reticulum
YER019C-A	SBH2	endoplasmic reticulum
YER019W	ISC1	endoplasmic reticulum
YER039C	HVG1	endoplasmic reticulum
YER044C	ERG28	endoplasmic reticulum
YER053C-A	YER053C-A	endoplasmic reticulum
YER072W	VTC1	endoplasmic reticulum
YER074W-A	YOS1	endoplasmic reticulum
YER076C	YER076C	endoplasmic reticulum
YER083C	GET2	endoplasmic reticulum
YER087C-B	SBH1	endoplasmic reticulum
YER094C	PUP3	endoplasmic reticulum
YER100W	UBC6	endoplasmic reticulum
YER118C	SHO1	endoplasmic reticulum
YER120W	SCS2	endoplasmic reticulum
YER140W	EMP65	endoplasmic reticulum
YER166W	DNF1	endoplasmic reticulum
YFL004W	VTC2	endoplasmic reticulum
YFL005W	SEC4	endoplasmic reticulum
YFL025C	BST1	endoplasmic reticulum
YFL038C	YPT1	endoplasmic reticulum
YFL041W	FET5	endoplasmic reticulum
YFL042C	LAM5	endoplasmic reticulum
YFL048C	EMP47	endoplasmic reticulum
YFL055W	AGP3	endoplasmic reticulum
YFR008W	FAR7	endoplasmic reticulum
YFR018C	YFR018C	endoplasmic reticulum
YFR020W	CSS2	endoplasmic reticulum
YFR026C	ULI1	endoplasmic reticulum
YFR039C	OSW7	endoplasmic reticulum
YFR041C	ERJ5	endoplasmic reticulum
YFR042W	KEG1	endoplasmic reticulum
YFR048W	RMD8	endoplasmic reticulum
YFR050C	PRE4	endoplasmic reticulum
YGL001C	ERG26	endoplasmic reticulum
YGL002W	ERP6	endoplasmic reticulum
YGL010W	MPO1	endoplasmic reticulum
YGL012W	ERG4	endoplasmic reticulum
YGL020C	GET1	endoplasmic reticulum
YGL022W	STT3	endoplasmic reticulum
YGL027C	CWH41	endoplasmic reticulum
YGL032C	AGA2	endoplasmic reticulum
YGL041C-B	YGL041C-B	endoplasmic reticulum
YGL047W	ALG13	endoplasmic reticulum
YGL051W	MST27	endoplasmic reticulum
YGL053W	PRM8	endoplasmic reticulum
YGL054C	ERV14	endoplasmic reticulum
YGL055W	OLE1	endoplasmic reticulum
YGL065C	ALG2	endoplasmic reticulum
YGL075C	MPS2	endoplasmic reticulum
YGL077C	HNM1	endoplasmic reticulum
YGL084C	GUP1	endoplasmic reticulum
YGL098W	USE1	endoplasmic reticulum
YGL126W	SCS3	endoplasmic reticulum
YGL139W	FLC3	endoplasmic reticulum
YGL140C	YGL140C	endoplasmic reticulum
YGL145W	TIP20	endoplasmic reticulum
YGL160W	AIM14	endoplasmic reticulum
YGL194C-A	YGL194C-A	endoplasmic reticulum
YGL200C	EMP24	endoplasmic reticulum
YGL204C	YGL204C	endoplasmic reticulum
YGL219C	MDM34	endoplasmic reticulum
YGL226C-A	OST5	endoplasmic reticulum
YGL228W	SHE10	endoplasmic reticulum
YGL230C	YGL230C	endoplasmic reticulum
YGL231C	EMC4	endoplasmic reticulum
YGL247W	BRR6	endoplasmic reticulum
YGL255W	ZRT1	endoplasmic reticulum
YGL258W	VEL1	endoplasmic reticulum
YGR004W	PEX31	endoplasmic reticulum
YGR016W	YGR016W	endoplasmic reticulum
YGR026W	YGR026W	endoplasmic reticulum
YGR036C	CAX4	endoplasmic reticulum
YGR038W	ORM1	endoplasmic reticulum
YGR048W	UFD1	endoplasmic reticulum
YGR060W	ERG25	endoplasmic reticulum
YGR089W	NNF2	endoplasmic reticulum
YGR105W	VMA21	endoplasmic reticulum
YGR106C	VOA1	endoplasmic reticulum
YGR121C	MEP1	endoplasmic reticulum
YGR141W	VPS62	endoplasmic reticulum
YGR149W	GPC1	endoplasmic reticulum
YGR152C	RSR1	endoplasmic reticulum
YGR157W	CHO2	endoplasmic reticulum
YGR172C	YIP1	endoplasmic reticulum
YGR175C	ERG1	endoplasmic reticulum
YGR177C	ATF2	endoplasmic reticulum
YGR191W	HIP1	endoplasmic reticulum
YGR199W	PMT6	endoplasmic reticulum
YGR213C	RTA1	endoplasmic reticulum
YGR216C	GPI1	endoplasmic reticulum
YGR227W	DIE2	endoplasmic reticulum
YGR236C	SPG1	endoplasmic reticulum
YGR263C	SAY1	endoplasmic reticulum
YGR270W	YTA7	endoplasmic reticulum
YGR284C	ERV29	endoplasmic reticulum
YHL003C	LAG1	endoplasmic reticulum
YHL016C	DUR3	endoplasmic reticulum
YHL020C	OPI1	endoplasmic reticulum
YHL028W	WSC4	endoplasmic reticulum
YHR001W	OSH7	endoplasmic reticulum
YHR007C	ERG11	endoplasmic reticulum
YHR027C	RPN1	endoplasmic reticulum
YHR036W	BRL1	endoplasmic reticulum
YHR039C	MSC7	endoplasmic reticulum
YHR045W	YHR045W	endoplasmic reticulum
YHR060W	VMA22	endoplasmic reticulum
YHR073W	OSH3	endoplasmic reticulum
YHR079C	IRE1	endoplasmic reticulum
YHR080C	LAM4	endoplasmic reticulum
YHR098C	SFB3	endoplasmic reticulum
YHR101C	BIG1	endoplasmic reticulum
YHR110W	ERP5	endoplasmic reticulum
YHR123W	EPT1	endoplasmic reticulum
YHR133C	NSG1	endoplasmic reticulum
YHR135C	YCK1	endoplasmic reticulum
YHR140W	YHR140W	endoplasmic reticulum
YHR142W	CHS7	endoplasmic reticulum
YHR155W	LAM1	endoplasmic reticulum
YHR175W	CTR2	endoplasmic reticulum
YHR176W	FMO1	endoplasmic reticulum
YHR181W	SVP26	endoplasmic reticulum
YHR188C	GPI16	endoplasmic reticulum
YHR190W	ERG9	endoplasmic reticulum
YHR192W	LNP1	endoplasmic reticulum
YHR204W	MNL1	endoplasmic reticulum
YHR212W-A	YHR212W-A	endoplasmic reticulum
YIL004C	BET1	endoplasmic reticulum
YIL005W	EPS1	endoplasmic reticulum
YIL016W	SNL1	endoplasmic reticulum
YIL023C	YKE4	endoplasmic reticulum
YIL027C	EMC5	endoplasmic reticulum
YIL030C	SSM4	endoplasmic reticulum
YIL039W	TED1	endoplasmic reticulum
YIL040W	APQ12	endoplasmic reticulum
YIL049W	DFG10	endoplasmic reticulum
YIL089W	YIL089W	endoplasmic reticulum
YIL090W	ICE2	endoplasmic reticulum
YIL102C-A	YIL102C-A	endoplasmic reticulum
YIL123W	SIM1	endoplasmic reticulum
YIL124W	AYR1	endoplasmic reticulum
YIR004W	DJP1	endoplasmic reticulum
YIR014W	YIR014W	endoplasmic reticulum
YIR022W	SEC11	endoplasmic reticulum
YIR033W	MGA2	endoplasmic reticulum
YIR038C	GTT1	endoplasmic reticulum
YJL001W	PRE3	endoplasmic reticulum
YJL002C	OST1	endoplasmic reticulum
YJL005W	CYR1	endoplasmic reticulum
YJL012C	VTC4	endoplasmic reticulum
YJL034W	KAR2	endoplasmic reticulum
YJL062W	LAS21	endoplasmic reticulum
YJL073W	JEM1	endoplasmic reticulum
YJL079C	PRY1	endoplasmic reticulum
YJL080C	SCP160	endoplasmic reticulum
YJL091C	GWT1	endoplasmic reticulum
YJL094C	KHA1	endoplasmic reticulum
YJL097W	PHS1	endoplasmic reticulum
YJL108C	PRM10	endoplasmic reticulum
YJL117W	PHO86	endoplasmic reticulum
YJL134W	LCB3	endoplasmic reticulum
YJL139C	YUR1	endoplasmic reticulum
YJL145W	SFH5	endoplasmic reticulum
YJL158C	CIS3	endoplasmic reticulum
YJL167W	ERG20	endoplasmic reticulum
YJL171C	TOH1	endoplasmic reticulum
YJL183W	MNN11	endoplasmic reticulum
YJL192C	SOP4	endoplasmic reticulum
YJL196C	ELO1	endoplasmic reticulum
YJR010C-A	SPC1	endoplasmic reticulum
YJR013W	GPI14	endoplasmic reticulum
YJR015W	YJR015W	endoplasmic reticulum
YJR040W	GEF1	endoplasmic reticulum
YJR051W	OSM1	endoplasmic reticulum
YJR073C	OPI3	endoplasmic reticulum
YJR088C	EMC2	endoplasmic reticulum
YJR106W	ECM27	endoplasmic reticulum
YJR112W-A	YJR112W-A	endoplasmic reticulum
YJR116W	TDA4	endoplasmic reticulum
YJR117W	STE24	endoplasmic reticulum
YJR118C	ILM1	endoplasmic reticulum
YJR126C	VPS70	endoplasmic reticulum
YJR131W	MNS1	endoplasmic reticulum
YJR143C	PMT4	endoplasmic reticulum
YKL004W	AUR1	endoplasmic reticulum
YKL008C	LAC1	endoplasmic reticulum
YKL020C	SPT23	endoplasmic reticulum
YKL046C	DCW1	endoplasmic reticulum
YKL047W	ANR2	endoplasmic reticulum
YKL065C	YET1	endoplasmic reticulum
YKL065W-A	YKL065W-A	endoplasmic reticulum
YKL073W	LHS1	endoplasmic reticulum
YKL077W	YKL077W	endoplasmic reticulum
YKL094W	YJU3	endoplasmic reticulum
YKL100C	YPF1	endoplasmic reticulum
YKL119C	VPH2	endoplasmic reticulum
YKL124W	SSH4	endoplasmic reticulum
YKL130C	SHE2	endoplasmic reticulum
YKL154W	SRP102	endoplasmic reticulum
YKL165C	MCD4	endoplasmic reticulum
YKL174C	TPO5	endoplasmic reticulum
YKL175W	ZRT3	endoplasmic reticulum
YKL178C	STE3	endoplasmic reticulum
YKL207W	EMC3	endoplasmic reticulum
YKL212W	SAC1	endoplasmic reticulum
YKR003W	OSH6	endoplasmic reticulum
YKR013W	PRY2	endoplasmic reticulum
YKR022C	NTR2	endoplasmic reticulum
YKR039W	GAP1	endoplasmic reticulum
YKR051W	YKR051W	endoplasmic reticulum
YKR053C	YSR3	endoplasmic reticulum
YKR055W	RHO4	endoplasmic reticulum
YKR067W	GPT2	endoplasmic reticulum
YLL006W	MMM1	endoplasmic reticulum
YLL014W	EMC6	endoplasmic reticulum
YLL015W	BPT1	endoplasmic reticulum
YLL023C	POM33	endoplasmic reticulum
YLL031C	GPI13	endoplasmic reticulum
YLL048C	YBT1	endoplasmic reticulum
YLL052C	AQY2	endoplasmic reticulum
YLL055W	YCT1	endoplasmic reticulum
YLR004C	THI73	endoplasmic reticulum
YLR023C	IZH3	endoplasmic reticulum
YLR047C	FRE8	endoplasmic reticulum
YLR050C	YLR050C	endoplasmic reticulum
YLR056W	ERG3	endoplasmic reticulum
YLR057W	MNL2	endoplasmic reticulum
YLR064W	PER33	endoplasmic reticulum
YLR065C	ENV10	endoplasmic reticulum
YLR066W	SPC3	endoplasmic reticulum
YLR078C	BOS1	endoplasmic reticulum
YLR080W	EMP46	endoplasmic reticulum
YLR084C	RAX2	endoplasmic reticulum
YLR088W	GAA1	endoplasmic reticulum
YLR100W	ERG27	endoplasmic reticulum
YLR130C	ZRT2	endoplasmic reticulum
YLR138W	NHA1	endoplasmic reticulum
YLR155C	ASP3-1	endoplasmic reticulum
YLR205C	HMX1	endoplasmic reticulum
YLR207W	HRD3	endoplasmic reticulum
YLR238W	FAR10	endoplasmic reticulum
YLR241W	CSC1	endoplasmic reticulum
YLR242C	ARV1	endoplasmic reticulum
YLR246W	ERF2	endoplasmic reticulum
YLR268W	SEC22	endoplasmic reticulum
YLR283W	YLR283W	endoplasmic reticulum
YLR286C	CTS1	endoplasmic reticulum
YLR292C	SEC72	endoplasmic reticulum
YLR301W	HRI1	endoplasmic reticulum
YLR310C	CDC25	endoplasmic reticulum
YLR312C	ATG39	endoplasmic reticulum
YLR324W	PEX30	endoplasmic reticulum
YLR350W	ORM2	endoplasmic reticulum
YLR372W	ELO3	endoplasmic reticulum
YLR378C	SEC61	endoplasmic reticulum
YLR404W	SEI1	endoplasmic reticulum
YLR411W	CTR3	endoplasmic reticulum
YLR414C	PUN1	endoplasmic reticulum
YLR426W	TDA5	endoplasmic reticulum
YLR440C	SEC39	endoplasmic reticulum
YLR450W	HMG2	endoplasmic reticulum
YLR459W	GAB1	endoplasmic reticulum
YML008C	ERG6	endoplasmic reticulum
YML013W	UBX2	endoplasmic reticulum
YML019W	OST6	endoplasmic reticulum
YML029W	USA1	endoplasmic reticulum
YML048W	GSF2	endoplasmic reticulum
YML055W	SPC2	endoplasmic reticulum
YML059C	NTE1	endoplasmic reticulum
YML067C	ERV41	endoplasmic reticulum
YML072C	TCB3	endoplasmic reticulum
YML075C	HMG1	endoplasmic reticulum
YML101C	CUE4	endoplasmic reticulum
YML123C	PHO84	endoplasmic reticulum
YML125C	PGA3	endoplasmic reticulum
YML128C	MSC1	endoplasmic reticulum
YML130C	ERO1	endoplasmic reticulum
YMR008C	PLB1	endoplasmic reticulum
YMR010W	ANY1	endoplasmic reticulum
YMR013C	SEC59	endoplasmic reticulum
YMR015C	ERG5	endoplasmic reticulum
YMR022W	UBC7	endoplasmic reticulum
YMR029C	FAR8	endoplasmic reticulum
YMR040W	YET2	endoplasmic reticulum
YMR052W	FAR3	endoplasmic reticulum
YMR058W	FET3	endoplasmic reticulum
YMR065W	KAR5	endoplasmic reticulum
